Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,islem,nblettres,puorth,puphon,nbsyll,cgramortho
tartine,taRtin,tartine,NOM,2.23,1.41,1,7,7,6,2,"NOM,VER"
tartines,taRtin,tartine,NOM,2.23,0.82,0,8,0,6,2,"NOM,VER"
tartiss,taRtis,tartiss,NOM,0,0,1,7,6,6,2,NOM
tartouille,taRtuj,tartouille,NOM,0,0,1,10,5,5,2,NOM
tartouilles,taRtuj,tartouille,NOM,0,0,0,11,0,5,2,NOM
tartre,taRtR,tartre,NOM,0.03,0.03,1,6,5,5,1,NOM
tartufe,taRtyf,tartufe,NOM,0.01,0.01,1,7,7,6,2,NOM
tartuferie,taRtyf°Ri,tartuferie,NOM,0,0,1,10,8,7,4,NOM
tartuferies,taRtyf°Ri,tartuferie,NOM,0,0,0,11,0,7,4,NOM
tartufferie,taRtyf°Ri,tartufferie,NOM,0,0,1,11,9,7,4,NOM
tartuffes,taRtyf,tartuffe,NOM,0,0,0,9,0,6,2,NOM
tarzan,taRz@,tarzan,NOM,0.16,0.14,1,6,4,4,2,NOM
tarzans,taRz@,tarzan,NOM,0.16,0.01,0,7,0,4,2,NOM
taré,taRe,taré,NOM,10.48,6.96,1,4,4,4,2,"VER,ADJ,NOM"
tarés,taRe,taré,NOM,10.48,3.53,0,5,0,4,2,"VER,ADJ,NOM"
tas,ta,tas,NOM,65.28,65.28,1,3,3,2,1,NOM
tasmanien,tasmanj5,tasmanien,NOM,0,0,1,9,4,4,3,"ADJ,NOM"
tasse,tas,tasse,NOM,21.89,18.52,1,5,5,3,1,"NOM,VER"
tasseau,taso,tasseau,NOM,0.01,0.01,1,7,6,4,2,NOM
tassement,tas°m@,tassement,NOM,0.06,0.04,1,9,6,4,3,NOM
tassements,tas°m@,tassement,NOM,0.06,0.01,0,10,0,4,3,NOM
tasses,tas,tasse,NOM,21.89,3.37,0,6,0,3,1,"NOM,VER"
tassili,tasili,tassili,NOM,0,0,1,7,5,5,3,NOM
taste-vin,tajst°v5,taste-vin,NOM,0.01,0.01,1,9,4,4,3,NOM
tata,tata,tata,NOM,3,2.96,1,4,4,4,2,NOM
tatami,tatami,tatami,NOM,0.02,0.02,1,6,5,5,3,NOM
tatamis,tatami,tatami,NOM,0.02,0,0,7,0,5,3,NOM
tatane,tatan,tatane,NOM,0.02,0.01,1,6,5,5,2,NOM
tatanes,tatan,tatane,NOM,0.02,0.01,0,7,0,5,2,NOM
tatar,tataR,tatar,NOM,0.01,0.01,1,5,5,5,2,"ADJ,NOM"
tatas,tata,tata,NOM,3,0.04,0,5,0,4,2,NOM
tatillon,tatij§,tatillon,NOM,0.04,0.02,1,8,8,6,3,"ADJ,NOM"
tatillonne,tatijOn,tatillon,NOM,0.04,0.01,0,10,0,0,3,"ADJ,NOM"
tatillons,tatij§,tatillon,NOM,0.04,0.01,0,9,0,6,3,"ADJ,NOM"
tatin,tat5,tatin,NOM,0.03,0.03,1,5,5,4,2,NOM
tatou,tatu,tatou,NOM,0.51,0.46,1,5,5,4,2,NOM
tatouage,tatwaZ,tatouage,NOM,12.06,8.28,1,8,6,5,2,NOM
tatouages,tatwaZ,tatouage,NOM,12.06,3.77,0,9,0,5,2,NOM
tatoueur,tatw9R,tatoueur,NOM,0.37,0.14,1,8,7,5,2,NOM
tatoueurs,tatu9R,tatoueur,NOM,0.37,0.09,0,9,0,0,3,NOM
tatoueuse,tatw2z,tatoueur,NOM,0.37,0.14,0,9,0,0,2,NOM
tatous,tatu,tatou,NOM,0.51,0.04,0,6,0,4,2,NOM
tau,to,tau,NOM,0.88,0.88,1,3,3,2,1,NOM
taube,tob,taube,NOM,0.07,0.07,1,5,4,3,1,NOM
taudis,todi,taudis,NOM,4.17,4.17,1,6,4,3,2,NOM
taulard,tolaR,taulard,NOM,1.78,0.82,1,7,5,4,2,NOM
taularde,tolaRd,taulard,NOM,1.78,0.17,0,8,0,0,2,NOM
taulardes,tolaRd,taulard,NOM,1.78,0.02,0,9,0,0,2,NOM
taulards,tolaR,taulard,NOM,1.78,0.77,0,8,0,4,2,NOM
taule,tol,taule,NOM,27,26.92,1,5,5,3,1,NOM
taules,tol,taule,NOM,27,0.08,0,6,0,3,1,NOM
taulier,tolje,taulier,NOM,0.95,0.67,1,7,5,4,2,NOM
tauliers,tolje,taulier,NOM,0.95,0.14,0,8,0,4,2,NOM
taulière,toljER,taulier,NOM,0.95,0.15,0,8,0,0,2,NOM
taulières,toljER,taulier,NOM,0.95,0,0,9,0,0,2,NOM
taupe,top,taupe,NOM,6.6,5.42,1,5,5,3,1,"ADJ,NOM"
taupes,top,taupe,NOM,6.6,1.17,0,6,0,3,1,NOM
taupicide,topisid,taupicide,NOM,0,0,1,9,6,5,3,NOM
taupin,top5,taupin,NOM,0.4,0.4,1,6,6,4,2,NOM
taupinière,topinjER,taupinière,NOM,0.07,0.05,1,10,7,6,3,NOM
taupinières,topinjER,taupinière,NOM,0.07,0.02,0,11,0,6,3,NOM
taupinées,topine,taupinée,NOM,0,0,0,9,0,0,3,NOM
taure,toR,taure,NOM,0,0,1,5,5,3,1,NOM
taureau,toRo,taureau,NOM,10.82,8.37,1,7,6,4,2,NOM
taureaux,toRo,taureau,NOM,10.82,2.46,0,8,0,4,2,NOM
taurillon,toRij§,taurillon,NOM,0,0,1,9,6,5,3,NOM
taurillons,toRij§,taurillon,NOM,0,0,0,10,0,5,3,NOM
taurobole,toRobOl,taurobole,NOM,0,0,1,9,6,5,3,NOM
tauromachie,toRomaSi,tauromachie,NOM,0.22,0.22,1,11,11,8,4,NOM
tautologie,totoloZi,tautologie,NOM,0.01,0.01,1,10,4,5,4,NOM
taux,to,taux,NOM,11.22,11.22,1,4,4,2,1,NOM
tavel,tavEl,tavel,NOM,0.03,0.03,1,5,5,5,2,NOM
tavelures,tav°lyR,tavelure,NOM,0.01,0.01,0,9,0,0,3,NOM
taverne,tavERn,taverne,NOM,3.02,2.63,1,7,7,6,2,NOM
tavernes,tavERn,taverne,NOM,3.02,0.39,0,8,0,6,2,NOM
tavernier,tavERnje,tavernier,NOM,0.06,0.06,1,9,7,7,3,NOM
taverniers,tavERnje,tavernier,NOM,0.06,0,0,10,0,7,3,NOM
taxation,taksasj§,taxation,NOM,0.02,0.02,1,8,5,5,3,NOM
taxaudier,taksodje,taxaudier,NOM,0,0,1,9,5,6,3,NOM
taxe,taks,taxe,NOM,4.34,1.86,1,4,4,4,1,"NOM,VER"
taxes,taks,taxe,NOM,4.34,2.49,0,5,0,4,1,"NOM,VER"
taxi,taksi,taxi,NOM,63.77,59.42,1,4,4,5,2,NOM
taxi-auto,taksiOto,taxi-auto,NOM,0,0,1,9,6,6,4,NOM
taxi-brousse,taksibRus,taxi-brousse,NOM,0.14,0.14,1,12,6,6,3,NOM
taxi-girl,taksig9Rl,taxi-girl,NOM,0,0,1,9,6,6,3,NOM
taxi-girls,taksig9Rl,taxi-girl,NOM,0,0,0,10,0,6,3,NOM
taxidermie,taksidERmi,taxidermie,NOM,0.07,0.07,1,10,10,10,4,NOM
taxidermiste,taksidERmist,taxidermiste,NOM,0.17,0.16,1,12,10,11,4,NOM
taxidermistes,taksidERmist,taxidermiste,NOM,0.17,0.01,0,13,0,11,4,NOM
taximan,taksiman,taximan,NOM,0.34,0.23,1,7,6,7,3,NOM
taximen,taksimEn,taximan,NOM,0.34,0.1,0,7,0,0,3,NOM
taximètre,taksimEtR,taximètre,NOM,0.01,0.01,1,9,6,7,3,NOM
taxinomie,taksinomi,taxinomie,NOM,0.1,0.1,1,9,9,9,4,NOM
taxinomiste,taksinOmist,taxinomiste,NOM,0.01,0.01,1,11,9,7,4,NOM
taxiphone,taksifOn,taxiphone,NOM,0.02,0.01,1,9,5,6,3,NOM
taxiphones,taksifOn,taxiphone,NOM,0.02,0.01,0,10,0,6,3,NOM
taxis,taksi,taxi,NOM,63.77,4.35,0,5,0,5,2,NOM
taxonomie,taksonomi,taxonomie,NOM,0.01,0.01,1,9,9,6,4,NOM
taylorisme,tEloRizm,taylorisme,NOM,0,0,1,10,9,4,3,NOM
taï chi,tajSi,taï chi,NOM,0.16,0.16,1,7,4,4,2,NOM
taïga,tajga,taïga,NOM,1.5,1.5,1,5,4,4,2,NOM
taïgas,tajga,taïga,NOM,1.5,0,0,6,0,4,2,NOM
tchadiens,tSadj5,tchadien,NOM,0,0,0,9,0,0,2,NOM
tchador,tSadOR,tchador,NOM,0.23,0.23,1,7,6,4,2,NOM
tchatche,tSatS,tchatche,NOM,0.79,0.79,1,8,8,5,1,"NOM,VER"
tcherkesse,tSERkEs,tcherkesse,NOM,0,0,1,10,6,5,2,NOM
tchernoziom,tSERnozj§,tchernoziom,NOM,0,0,1,11,6,5,3,NOM
tchetnik,tSEtnik,tchetnik,NOM,0.83,0.81,1,8,5,4,2,NOM
tchetniks,tSEtnik,tchetnik,NOM,0.83,0.02,0,9,0,4,2,NOM
tchèque,tSEk,tchèque,NOM,0.81,0.48,1,7,4,4,1,"ADJ,NOM"
tchèques,tSEk,tchèque,NOM,0.81,0.33,0,8,0,4,1,"ADJ,NOM"
tchécoslovaque,tSekOslovak,tchécoslovaque,NOM,0.16,0.07,1,14,5,5,4,"ADJ,NOM"
tchécoslovaques,tSekOslovak,tchécoslovaque,NOM,0.16,0.09,0,15,0,5,4,"ADJ,NOM"
tchékiste,tSekist,tchékiste,NOM,0,0,1,9,6,5,2,NOM
tchétchène,tSetSEn,tchétchène,NOM,1.08,0.63,1,10,5,4,2,NOM
tchétchènes,tSetSEn,tchétchène,NOM,1.08,0.45,0,11,0,4,2,NOM
te deum,tedeum,te deum,NOM,0,0,1,7,3,3,3,NOM
tea-room,tiRum,tea-room,NOM,0,0,1,8,4,4,2,NOM
team,tim,team,NOM,13.84,13.68,1,4,4,3,1,NOM
teams,tim,team,NOM,13.84,0.16,0,5,0,3,1,NOM
teaser,tiz9R,teaser,NOM,0.04,0.04,1,6,4,4,2,NOM
tec,tEk,tec,NOM,0.01,0.01,1,3,3,3,1,NOM
technicien,tEknisj5,technicien,NOM,5.16,1.99,1,10,9,7,3,"ADJ,NOM"
technicienne,tEknisjEn,technicien,NOM,5.16,0.15,0,12,0,0,3,"ADJ,NOM"
techniciens,tEknisj5,technicien,NOM,5.16,3.01,0,11,0,7,3,"ADJ,NOM"
technicité,tEknisite,technicité,NOM,0.14,0.14,1,10,9,7,4,NOM
technico-commerciaux,tEknikokomERsjo,technico-commerciaux,NOM,0,0,1,20,9,8,6,NOM
technicolor,tEknikolOR,technicolor,NOM,0.41,0.41,1,11,9,8,4,NOM
technique,tEknik,technique,NOM,11.39,8.09,1,9,9,6,2,"ADJ,NOM"
techniques,tEknik,technique,NOM,11.39,3.3,0,10,0,6,2,"ADJ,NOM"
techno,tEkno,techno,NOM,0.51,0.51,1,6,6,5,2,"ADJ,NOM"
technocrate,tEknokRat,technocrate,NOM,0.32,0.31,1,11,11,9,3,NOM
technocrates,tEknokRat,technocrate,NOM,0.32,0.01,0,12,0,9,3,NOM
technocratisme,tEknokRatizm,technocratisme,NOM,0,0,1,14,12,11,4,NOM
technologie,tEknoloZi,technologie,NOM,17.57,14.78,1,11,11,9,4,NOM
technologies,tEknoloZi,technologie,NOM,17.57,2.79,0,12,0,9,4,NOM
technétium,tEknesjOm,technétium,NOM,0.01,0.01,1,10,6,5,3,NOM
teck,tEk,teck,NOM,0.11,0.11,1,4,4,3,1,NOM
teckel,tekEl,teckel,NOM,0.23,0.21,1,6,5,4,2,NOM
teckels,tekEl,teckel,NOM,0.23,0.02,0,7,0,4,2,NOM
tectonique,tEktonik,tectonique,NOM,0.01,0.01,1,10,4,4,3,"ADJ,NOM"
tee,ti,tee,NOM,0.93,0.9,1,3,3,2,1,NOM
tee-shirt,tiS9Rt,tee-shirt,NOM,3.19,2.94,1,9,4,3,2,NOM
tee-shirts,tiS9Rt,tee-shirt,NOM,3.19,0.25,0,10,0,3,2,NOM
teen-agers,tinEdZ9R,teen-ager,NOM,0,0,0,10,0,0,3,NOM
teenager,tinedz9R,teenager,NOM,0.06,0.02,1,8,5,5,3,NOM
teenagers,tinedZ9R,teenager,NOM,0.06,0.03,0,9,0,0,3,NOM
tees,ti,tee,NOM,0.93,0.03,0,4,0,2,1,NOM
tefillin,tefj5,tefillin,NOM,0.02,0.02,1,8,3,4,2,NOM
teigne,tEN,teigne,NOM,1.22,1.18,1,6,6,3,1,"NOM,VER"
teignes,tEN,teigne,NOM,1.22,0.04,0,7,0,3,1,NOM
teint,t5,teint,NOM,4.87,4.84,1,5,5,2,1,"VER,ADJ,NOM"
teinte,t5t,teinte,NOM,0.77,0.6,1,6,6,3,1,"ADJ,NOM,VER"
teintes,t5t,teinte,NOM,0.77,0.17,0,7,0,3,1,"ADJ,NOM"
teints,t5,teint,NOM,4.87,0.02,0,6,0,2,1,"VER,ADJ,NOM"
teinture,t5tyR,teinture,NOM,2.49,2.18,1,8,8,5,2,NOM
teinturerie,t5tyR°Ri,teinturerie,NOM,0.46,0.43,1,11,9,6,4,NOM
teintureries,t5tyR°Ri,teinturerie,NOM,0.46,0.03,0,12,0,6,4,NOM
teintures,t5tyR,teinture,NOM,2.49,0.31,0,9,0,5,2,NOM
teinturier,t5tyRje,teinturier,NOM,1.06,0.99,1,10,8,6,3,NOM
teinturiers,t5tyRje,teinturier,NOM,1.06,0.06,0,11,0,6,3,NOM
teinturière,t5tyRjER,teinturier,NOM,1.06,0.01,0,11,0,0,3,NOM
tek,tEk,tek,NOM,0.12,0.12,1,3,3,3,1,NOM
tell,tEl,tell,NOM,2.92,2.92,1,4,4,3,1,NOM
tellure,tElyR,tellure,NOM,0.14,0.14,1,7,7,5,2,NOM
telson,tEls§,telson,NOM,0.07,0.07,1,6,5,4,2,NOM
tem,tEm,tem,NOM,0.03,0.03,1,3,3,3,1,NOM
tempe,t@p,tempe,NOM,3.38,2.23,1,5,5,3,1,NOM
tempera,t@peRa,tempera,NOM,0.1,0.1,1,7,6,6,3,NOM
tempes,t@p,tempe,NOM,3.38,1.15,0,6,0,3,1,NOM
tempi,t@pi,tempo,NOM,1.44,0,0,5,0,0,2,NOM
temple,t@pl,temple,NOM,15.69,14.36,1,6,6,4,1,NOM
temples,t@pl,temple,NOM,15.69,1.33,0,7,0,4,1,NOM
templier,t@plije,templier,NOM,0.35,0.12,1,8,6,5,3,NOM
templiers,t@plje,templier,NOM,0.35,0.23,0,9,0,0,2,NOM
tempo,tEmpo,tempo,NOM,1.44,1.38,1,5,5,4,2,NOM
temporalité,t@poRalite,temporalité,NOM,0,0,1,11,9,8,5,NOM
temporalités,t@poRalite,temporalité,NOM,0,0,0,12,0,8,5,NOM
temporaux,t@poRo,temporal,NOM,0,0,0,9,0,0,3,"ADJ,NOM"
temporisation,t@poRizasj§,temporisation,NOM,0.02,0.02,1,13,11,9,5,NOM
tempos,tEmpo,tempo,NOM,1.44,0.06,0,6,0,4,2,NOM
temps,t@,temps,NOM,1031.05,1031.05,1,5,5,2,1,NOM
tempura,t@pyRa,tempura,NOM,0.06,0.05,1,7,5,4,3,NOM
tempuras,t@pyRa,tempura,NOM,0.06,0.01,0,8,0,4,3,NOM
tempérament,t@peRam@,tempérament,NOM,4.74,4.69,1,11,8,7,4,NOM
tempéraments,t@peRam@,tempérament,NOM,4.74,0.05,0,12,0,7,4,NOM
tempérance,t@peR@s,tempérance,NOM,0.32,0.32,1,10,8,6,3,NOM
température,t@peRatyR,température,NOM,15.68,14.42,1,11,8,7,4,NOM
températures,t@peRatyR,température,NOM,15.68,1.26,0,12,0,7,4,NOM
tempête,t@pEt,tempête,NOM,19.73,15.72,1,7,7,4,2,"NOM,VER"
tempêtes,t@pEt,tempête,NOM,19.73,4.01,0,8,0,4,2,NOM
tenaille,t°naj,tenaille,NOM,1.83,0.48,1,8,8,5,2,"NOM,VER"
tenailles,t°naj,tenaille,NOM,1.83,1.34,0,9,0,5,2,NOM
tenancier,t°n@sje,tenancier,NOM,0.48,0.18,1,9,6,5,3,NOM
tenanciers,t°n@sje,tenancier,NOM,0.48,0.03,0,10,0,5,3,NOM
tenancière,t°n@sjER,tenancier,NOM,0.48,0.28,0,10,0,0,3,NOM
tenancières,t°n@sjER,tenancier,NOM,0.48,0,0,11,0,0,3,NOM
tenant,t°n@,tenant,NOM,0.69,0.3,1,6,6,4,2,"ADJ,NOM,VER"
tenants,t°n@,tenant,NOM,0.69,0.39,0,7,0,4,2,"ADJ,NOM"
tendance,t@d@s,tendance,NOM,12.98,10.95,1,8,8,5,2,NOM
tendances,t@d@s,tendance,NOM,12.98,2.03,0,9,0,5,2,NOM
tendelet,t@d°lE,tendelet,NOM,0,0,1,8,6,4,3,NOM
tender,t@d9R,tender,NOM,0.36,0.36,1,6,6,4,2,NOM
tenders,t@dER,tender,NOM,0.36,0,0,7,0,0,2,NOM
tendeur,t@d9R,tendeur,NOM,0.23,0.19,1,7,6,4,2,NOM
tendeurs,t@d9R,tendeur,NOM,0.23,0.04,0,8,0,4,2,NOM
tendinite,t@dinit,tendinite,NOM,0.24,0.24,1,9,7,5,3,NOM
tendon,t@d§,tendon,NOM,1.38,0.9,1,6,5,4,2,NOM
tendons,t@d§,tendon,NOM,1.38,0.48,0,7,0,4,2,"NOM,VER"
tendre,t@dR,tendre,NOM,2.33,2.05,1,6,6,4,1,"ADJ,NOM,VER"
tendres,t@dR,tendre,NOM,2.33,0.28,0,7,0,4,1,"ADJ,NOM"
tendresse,t@dREs,tendresse,NOM,15.87,15.66,1,9,7,5,2,NOM
tendresses,t@dREs,tendresse,NOM,15.87,0.2,0,10,0,5,2,NOM
tendreté,t@dR°te,tendreté,NOM,0.01,0.01,1,8,7,6,3,NOM
tendron,t@dR§,tendron,NOM,0.35,0.05,1,7,6,5,2,NOM
tendrons,t@dR§,tendron,NOM,0.35,0.3,0,8,0,5,2,"VER,NOM"
teneur,t°n9R,teneur,NOM,0.9,0.9,1,6,4,4,2,NOM
tennis,tenis,tennis,NOM,11.37,11.37,1,6,6,5,2,NOM
tennis-ballon,tenisbal§,tennis-ballon,NOM,0,0,1,13,8,6,4,NOM
tennis-club,teniskl9b,tennis-club,NOM,0,0,1,11,8,6,3,NOM
tennisman,tenisman,tennisman,NOM,0.07,0.06,1,9,7,6,3,NOM
tennismen,tenismEn,tennisman,NOM,0.07,0.01,0,9,0,0,3,NOM
tenon,t°n§,tenon,NOM,0.23,0.16,1,5,4,4,2,NOM
tenons,t°n§,tenon,NOM,0.23,0.07,0,6,0,4,2,"VER,NOM"
tenseur,t@s9R,tenseur,NOM,0.02,0.02,1,7,5,4,2,NOM
tensiomètre,t@sjomEtR,tensiomètre,NOM,0.02,0.02,1,11,7,5,3,NOM
tension,t@sj§,tension,NOM,21.28,20.05,1,7,7,5,2,NOM
tensions,t@sj§,tension,NOM,21.28,1.23,0,8,0,5,2,NOM
tentacule,t@takyl,tentacule,NOM,1.11,0.27,1,9,9,7,3,NOM
tentacules,t@takyl,tentacule,NOM,1.11,0.84,0,10,0,7,3,NOM
tentateur,t@tat9R,tentateur,NOM,0.2,0.01,1,9,7,6,3,"ADJ,NOM"
tentateurs,t@tat9R,tentateur,NOM,0.2,0,0,10,0,6,3,"ADJ,NOM"
tentation,t@tasj§,tentation,NOM,7.56,5.82,1,9,8,5,3,NOM
tentations,t@tasj§,tentation,NOM,7.56,1.74,0,10,0,5,3,NOM
tentative,t@tativ,tentative,NOM,19.04,16.24,1,9,8,6,3,NOM
tentatives,t@tativ,tentative,NOM,19.04,2.81,0,10,0,6,3,NOM
tentatrice,t@tatRis,tentateur,NOM,0.2,0.17,0,10,0,0,3,"ADJ,NOM"
tentatrices,t@tatRis,tentateur,NOM,0.2,0.01,0,11,0,0,3,"ADJ,NOM"
tente,t@t,tente,NOM,16.65,14.4,1,5,5,3,1,"NOM,VER"
tentes,t@t,tente,NOM,16.65,2.25,0,6,0,3,1,"NOM,VER"
tentiaire,t@sjER,tentiaire,NOM,0,0,1,9,5,5,2,NOM
tenture,t@tyR,tenture,NOM,0.66,0.2,1,7,5,4,2,NOM
tentures,t@tyR,tenture,NOM,0.66,0.45,0,8,0,4,2,NOM
tenue,t°ny,tenue,NOM,21.96,19.64,1,5,5,4,2,"VER,ADJ,NOM"
tenues,t°ny,tenue,NOM,21.96,2.32,0,6,0,4,2,"VER,ADJ,NOM"
tenure,t2nyR,tenure,NOM,0.01,0.01,1,6,5,3,2,NOM
tepidarium,tepidaRjOm,tepidarium,NOM,0.01,0.01,1,10,3,3,4,NOM
tequila,tekila,tequila,NOM,3.81,3.52,1,7,3,4,3,NOM
tequilas,t°kila,tequila,NOM,3.81,0.29,0,8,0,0,3,NOM
tercets,tERsE,tercet,NOM,0,0,0,7,0,0,2,NOM
tercio,tERsjo,tercio,NOM,0.01,0.01,1,6,5,6,2,NOM
tergal,tERgal,tergal,NOM,0.16,0.16,1,6,5,4,2,NOM
tergiversation,tERZivERsasj§,tergiversation,NOM,0.09,0.03,1,14,10,10,5,NOM
tergiversations,tERZivERsasj§,tergiversation,NOM,0.09,0.06,0,15,0,10,5,NOM
terme,tERm,terme,NOM,37.67,25.72,1,5,5,4,1,NOM
termes,tERm,terme,NOM,37.67,11.96,0,6,0,4,1,NOM
terminaison,tERminEz§,terminaison,NOM,0.36,0.17,1,11,8,7,4,NOM
terminaisons,tERminEz§,terminaison,NOM,0.36,0.2,0,12,0,7,4,NOM
terminal,tERminal,terminal,NOM,5.61,2.08,1,8,8,8,3,"ADJ,NOM"
terminale,tERminal,terminal,NOM,5.61,2.94,0,9,0,8,3,"ADJ,NOM"
terminales,tERminal,terminal,NOM,5.61,0.36,0,10,0,8,3,"ADJ,NOM"
terminateur,tERminat9R,terminateur,NOM,0.02,0.02,1,11,8,8,4,NOM
terminaux,tERmino,terminal,NOM,5.61,0.23,0,9,0,0,3,"ADJ,NOM"
terminologie,tERminoloZi,terminologie,NOM,0.46,0.46,1,12,12,11,5,NOM
terminus,tERminys,terminus,NOM,3.3,3.3,1,8,7,7,3,NOM
termite,tERmit,termite,NOM,2.23,0.35,1,7,7,6,2,NOM
termites,tERmit,termite,NOM,2.23,1.88,0,8,0,6,2,NOM
termitière,tERmitjER,termitière,NOM,0,0,1,10,7,7,3,NOM
termitières,tERmisjER,termitière,NOM,0,0,0,11,0,0,3,NOM
terra incognita,tERainkOgnita,terra incognita,NOM,0.02,0.02,1,15,6,5,6,NOM
terrage,tERaZ,terrage,NOM,0,0,1,7,6,5,2,NOM
terrain,tER5,terrain,NOM,52.58,49.12,1,7,6,4,2,NOM
terrains,tER5,terrain,NOM,52.58,3.46,0,8,0,4,2,NOM
terramycine,tERamisin,terramycine,NOM,0.14,0.14,1,11,6,5,4,NOM
terraplane,tERaplan,terraplane,NOM,0.02,0.02,1,10,6,5,3,NOM
terrarium,tERaRjOm,terrarium,NOM,0.06,0.06,1,9,6,5,3,NOM
terrasse,tERas,terrasse,NOM,10.57,9.66,1,8,8,5,2,"NOM,VER"
terrassement,tERas°m@,terrassement,NOM,0.02,0.01,1,12,9,6,4,NOM
terrassements,tERas°m@,terrassement,NOM,0.02,0.01,0,13,0,6,4,NOM
terrasses,tERas,terrasse,NOM,10.57,0.92,0,9,0,5,2,"NOM,VER"
terrassier,tERasje,terrassier,NOM,0.36,0.15,1,10,8,6,3,NOM
terrassiers,tERasje,terrassier,NOM,0.36,0.22,0,11,0,6,3,NOM
terrasson,tERas§,terrasson,NOM,0,0,1,9,8,6,3,NOM
terre,tER,terre,NOM,294.45,276.29,1,5,5,3,1,"NOM,VER"
terre-neuvas,tERn9va,terre-neuvas,NOM,0,0,1,12,11,7,3,NOM
terre-neuve,tERn9v,terre-neuve,NOM,0.03,0.03,1,11,11,6,2,NOM
terre-neuvien,tERn9vj5,terre-neuvien,NOM,0.01,0.01,1,13,11,7,3,"ADJ,NOM"
terre-plein,tERpl5,terre-plein,NOM,0.2,0.2,1,11,7,4,2,NOM
terre-pleins,tERpl5,terre-plein,NOM,0.2,0,0,12,0,4,2,NOM
terreau,tERo,terreau,NOM,0.19,0.18,1,7,6,4,2,NOM
terreaux,tERo,terreau,NOM,0.19,0.01,0,8,0,4,2,NOM
terres,tER,terre,NOM,294.45,18.16,0,6,0,3,1,"NOM,VER"
terreur,tER9R,terreur,NOM,15.18,13.87,1,7,7,4,2,NOM
terreurs,tER9R,terreur,NOM,15.18,1.3,0,8,0,4,2,NOM
terri,tERi,terri,NOM,0.43,0.43,1,5,5,4,2,"NOM,VER"
terrien,tERj5,terrien,NOM,3.67,0.97,1,7,7,5,2,"ADJ,NOM"
terrienne,tERjEn,terrien,NOM,3.67,0.68,0,9,0,0,2,"ADJ,NOM"
terriennes,tERjEn,terrien,NOM,3.67,0.17,0,10,0,0,2,"ADJ,NOM"
terriens,tERj5,terrien,NOM,3.67,1.85,0,8,0,5,2,"ADJ,NOM"
terrier,tERje,terrier,NOM,1.15,0.9,1,7,7,5,2,NOM
terriers,tERje,terrier,NOM,1.15,0.25,0,8,0,5,2,NOM
terril,tERi,terril,NOM,0.03,0.02,1,6,6,4,2,NOM
terrils,tERi,terril,NOM,0.03,0.01,0,7,0,4,2,NOM
terrine,tERin,terrine,NOM,0.21,0.2,1,7,6,5,2,NOM
terrines,tERin,terrine,NOM,0.21,0.01,0,8,0,5,2,NOM
territoire,tERitwaR,territoire,NOM,19.09,15.34,1,10,8,6,3,NOM
territoires,tERitwaR,territoire,NOM,19.09,3.75,0,11,0,6,3,NOM
territorialité,teRitORjalite,territorialité,NOM,0.05,0.05,1,14,12,5,6,NOM
terroir,tERwaR,terroir,NOM,0.17,0.17,1,7,6,4,2,NOM
terrorisme,tERoRizm,terrorisme,NOM,5.59,5.59,1,10,9,8,3,NOM
terrorismes,tERoRizm,terrorisme,NOM,5.59,0,0,11,0,8,3,NOM
terroriste,tERoRist,terroriste,NOM,16.62,5.87,1,10,9,7,3,"ADJ,NOM"
terroristes,tERoRist,terroriste,NOM,16.62,10.75,0,11,0,7,3,"ADJ,NOM"
tertiaire,tERsjER,tertiaire,NOM,0.02,0.02,1,9,6,6,2,"ADJ,NOM"
tertre,tERtR,tertre,NOM,0.17,0.16,1,6,5,4,1,NOM
tertres,tERtR,tertre,NOM,0.17,0.01,0,7,0,4,1,NOM
tesla,tEsla,tesla,NOM,0.02,0.02,1,5,4,4,2,NOM
tessiture,tesityR,tessiture,NOM,0,0,1,9,5,4,3,NOM
tesson,tes§,tesson,NOM,0.76,0.48,1,6,5,4,2,NOM
tessons,tes§,tesson,NOM,0.76,0.28,0,7,0,4,2,NOM
test,tEst,test,NOM,55.38,34.87,1,4,4,4,1,NOM
test-match,tEstmatS,test-match,NOM,0.01,0.01,1,10,5,5,2,NOM
testament,tEstam@,testament,NOM,10.9,10.7,1,9,9,7,3,NOM
testaments,tEstam@,testament,NOM,10.9,0.2,0,10,0,7,3,NOM
teste,tEst,teste,NOM,0.01,0.01,1,5,5,4,1,"NOM,VER"
testeur,tEst9R,testeur,NOM,0.17,0.16,1,7,6,5,2,NOM
testeuse,tEst2z,testeur,NOM,0.17,0.01,0,8,0,0,2,NOM
testicule,tEstikyl,testicule,NOM,2.46,0.44,1,9,9,8,3,NOM
testicules,tEstikyl,testicule,NOM,2.46,2.02,0,10,0,8,3,NOM
testons,tEst§,teston,NOM,0.05,0.05,0,7,0,0,2,"VER,NOM"
testostérone,tEstosteROn,testostérone,NOM,1.18,1.15,1,12,6,5,4,NOM
testostérones,tEstosteROn,testostérone,NOM,1.18,0.03,0,13,0,5,4,NOM
tests,tEst,test,NOM,55.38,20.5,0,5,0,4,1,NOM
testu,tEsty,testu,NOM,0,0,1,5,5,5,2,NOM
tette,tEt,tette,NOM,0.14,0.14,1,5,3,3,1,NOM
