Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,islem,nblettres,puorth,puphon,nbsyll,cgramortho
socialise,sosjaliz,socialiser,VER,0.16,0.02,0,9,0,0,3,VER
socialiser,sosjalize,socialiser,VER,0.16,0.13,1,10,9,9,4,VER
socialisez,sosjalize,socialiser,VER,0.16,0.01,0,10,0,9,4,VER
sodomisa,sodomiza,sodomiser,VER,1.33,0,0,8,0,0,4,VER
sodomisait,sodomizE,sodomiser,VER,1.33,0,0,10,0,0,4,VER
sodomisant,sodomiz@,sodomiser,VER,1.33,0.1,0,10,0,0,4,VER
sodomise,sodomiz,sodomiser,VER,1.33,0.17,0,8,0,0,3,VER
sodomiser,sodomize,sodomiser,VER,1.33,0.59,1,9,8,8,4,VER
sodomiseront,sodomiz°R§,sodomiser,VER,1.33,0.14,0,12,0,0,5,VER
sodomisez,sodomize,sodomiser,VER,1.33,0,0,9,0,8,4,VER
sodomisé,sodomize,sodomiser,VER,1.33,0.23,0,8,0,8,4,VER
sodomisée,sodomize,sodomiser,VER,1.33,0.1,0,9,0,8,4,VER
sodomisés,sodomize,sodomiser,VER,1.33,0,0,9,0,8,4,VER
soient,swa,être,VER,32236.5,34.3,0,6,0,3,1,"AUX,VER"
soigna,swaNa,soigner,VER,48.04,0.26,0,6,0,0,2,VER
soignai,swaNE,soigner,VER,48.04,0,0,7,0,0,2,VER
soignaient,swaNE,soigner,VER,48.04,0.02,0,10,0,0,2,VER
soignais,swaNE,soigner,VER,48.04,0.4,0,8,0,0,2,VER
soignait,swaNE,soigner,VER,48.04,0.57,0,8,0,0,2,VER
soignant,swaN@,soigner,VER,48.04,0.11,0,8,7,5,2,"ADJ,NOM,VER"
soigne,swaN,soigner,VER,48.04,9.23,0,6,0,0,1,VER
soignent,swaN,soigner,VER,48.04,1.01,0,8,0,0,1,VER
soigner,swaNe,saler,VER,7.6,0.01,0,7,7,5,2,VER
soigner,swaNe,soigner,VER,48.04,22.82,1,7,7,5,2,VER
soignera,swaN°Ra,soigner,VER,48.04,1.19,0,8,0,0,3,VER
soignerai,swaN°RE,soigner,VER,48.04,0.5,0,9,0,0,3,VER
soigneraient,swaN°RE,soigner,VER,48.04,0.17,0,12,0,0,3,VER
soignerais,swaN°RE,soigner,VER,48.04,0.19,0,10,0,0,3,VER
soignerait,swaN°RE,soigner,VER,48.04,0.08,0,10,0,0,3,VER
soigneras,swaN°Ra,soigner,VER,48.04,0.04,0,9,0,0,3,VER
soignerez,swaN°Re,soigner,VER,48.04,0.17,0,9,0,0,3,VER
soignerons,swaN°R§,soigner,VER,48.04,0.17,0,10,0,0,3,VER
soigneront,swaN°R§,soigner,VER,48.04,0.34,0,10,0,0,3,VER
soignes,swaN,soigner,VER,48.04,1.06,0,7,0,0,1,VER
soignez,swaNe,soigner,VER,48.04,2.04,0,7,0,5,2,VER
soigniez,swaNe,soigner,VER,48.04,0.08,0,8,0,5,2,VER
soignons,swaN§,soigner,VER,48.04,0.18,0,8,0,0,2,VER
soignèrent,swaNER,soigner,VER,48.04,0,0,10,0,0,2,VER
soigné,swaNe,soigner,VER,48.04,5.42,0,6,6,5,2,"VER,ADJ"
soignée,swaNe,soigner,VER,48.04,1.1,0,7,0,5,2,"VER,ADJ"
soignées,swaNe,soigner,VER,48.04,0.14,0,8,0,5,2,"VER,ADJ"
soignés,swaNe,soigner,VER,48.04,0.74,0,7,0,5,2,"VER,ADJ"
sois,swa,être,VER,32236.5,205.19,0,4,0,3,1,"AUX,VER"
soit,swa,être,VER,32236.5,319.65,0,4,4,3,1,"ADV,CON,AUX,VER"
solda,sOlda,solder,VER,1.52,0.01,0,5,0,5,2,VER
soldaient,sOldE,solder,VER,1.52,0,0,9,0,0,2,VER
soldait,sOldE,solder,VER,1.52,0.01,0,7,0,0,2,VER
solde,sOld,solder,VER,1.52,0.28,0,5,5,4,1,"NOM,VER"
soldent,sOld,solder,VER,1.52,0.01,0,7,0,4,1,VER
solder,sOlde,solder,VER,1.52,0.33,1,6,6,5,2,VER
soldera,sOld°Ra,solder,VER,1.52,0.15,0,7,0,0,3,VER
solderais,sOld°RE,solder,VER,1.52,0.01,0,9,0,0,3,VER
solderait,sOld°RE,solder,VER,1.52,0,0,9,0,0,3,VER
soldez,sOlde,solder,VER,1.52,0.02,0,6,0,5,2,VER
soldât,sOlda,solder,VER,1.52,0,0,6,0,5,2,VER
soldèrent,sOldER,solder,VER,1.52,0.01,0,9,0,0,2,VER
soldé,sOlde,solder,VER,1.52,0.28,0,5,0,5,2,VER
soldée,sOlde,solder,VER,1.52,0.19,0,6,0,5,2,VER
soldées,sOlde,solder,VER,1.52,0.05,0,7,0,5,2,VER
soldés,sOlde,solder,VER,1.52,0.17,0,6,0,5,2,VER
solenniser,sOlanize,solenniser,VER,0.01,0.01,1,10,8,4,4,VER
solennisèrent,solanizER,solenniser,VER,0.01,0,0,13,0,0,4,VER
solidariser,solidaRize,solidariser,VER,0,0,1,11,9,9,5,VER
solidarisez,solidaRize,solidariser,VER,0,0,0,11,0,9,5,VER
solidifia,solidifja,solidifier,VER,0.45,0,0,9,0,0,4,VER
solidifiait,solidifjE,solidifier,VER,0.45,0,0,11,0,0,4,VER
solidifie,solidifi,solidifier,VER,0.45,0.17,0,9,0,0,4,VER
solidifient,solidifi,solidifier,VER,0.45,0.1,0,11,0,0,4,VER
solidifier,solidifje,solidifier,VER,0.45,0.08,1,10,9,8,4,VER
solidifié,solidifje,solidifier,VER,0.45,0.06,0,9,0,8,4,VER
solidifiée,solidifje,solidifier,VER,0.45,0.02,0,10,0,8,4,VER
solidifiées,solidifje,solidifier,VER,0.45,0,0,11,0,8,4,VER
solidifiés,solidifje,solidifier,VER,0.45,0.01,0,10,0,8,4,VER
soliloqua,soliloka,soliloquer,VER,0.01,0,0,9,0,0,4,VER
soliloquait,solilokE,soliloquer,VER,0.01,0,0,11,0,0,4,VER
soliloque,solilOk,soliloquer,VER,0.01,0.01,0,9,9,6,3,"NOM,VER"
soliloquer,soliloke,soliloquer,VER,0.01,0,1,10,10,6,4,VER
sollicita,solisita,solliciter,VER,4.44,0.01,0,9,0,0,4,VER
sollicitai,solisitE,solliciter,VER,4.44,0,0,10,0,0,4,VER
sollicitaient,solisitE,solliciter,VER,4.44,0,0,13,0,0,4,VER
sollicitais,solisitE,solliciter,VER,4.44,0,0,11,0,0,4,VER
sollicitait,solisitE,solliciter,VER,4.44,0.01,0,11,0,0,4,VER
sollicitant,solisit@,solliciter,VER,4.44,0.06,0,11,0,0,4,VER
sollicite,solisit,solliciter,VER,4.44,1,0,9,0,0,3,VER
sollicitent,solisit,solliciter,VER,4.44,0.09,0,11,0,0,3,VER
solliciter,solisite,solliciter,VER,4.44,0.74,1,10,10,8,4,VER
sollicitera,solisit°Ra,solliciter,VER,4.44,0.17,0,11,0,0,5,VER
solliciteraient,solisit°RE,solliciter,VER,4.44,0,0,15,0,0,5,VER
sollicitez,solisite,solliciter,VER,4.44,0.43,0,10,0,8,4,VER
sollicitons,solisit§,solliciter,VER,4.44,0.12,0,11,0,0,4,VER
sollicitât,solisita,solliciter,VER,4.44,0,0,10,0,0,4,VER
sollicitèrent,solisitER,solliciter,VER,4.44,0,0,13,0,0,4,VER
sollicité,solisite,solliciter,VER,4.44,1.28,0,9,0,8,4,VER
sollicitée,solisite,solliciter,VER,4.44,0.22,0,10,0,8,4,VER
sollicitées,solisite,solliciter,VER,4.44,0.11,0,11,0,8,4,VER
sollicités,solisite,solliciter,VER,4.44,0.22,0,10,0,8,4,VER
solutionnait,solysjonE,solutionner,VER,0.13,0,0,12,0,0,4,VER
solutionner,solysjone,solutionner,VER,0.13,0.12,1,11,11,9,4,VER
solutionnons,solysjon§,solutionner,VER,0.13,0.01,0,12,0,0,4,VER
somatisant,somatiz@,somatiser,VER,0.01,0,0,10,0,0,4,VER
somatise,somatiz,somatiser,VER,0.01,0.01,0,8,0,0,3,VER
somatiser,somatize,somatiser,VER,0.01,0,1,9,7,7,4,VER
somatiserez,somatiz°Re,somatiser,VER,0.01,0,0,11,0,0,5,VER
somatisée,somatize,somatiser,VER,0.01,0,0,9,0,7,4,VER
sombra,s§bRa,sombrer,VER,5.51,0.53,0,6,0,0,2,VER
sombrai,s§bRE,sombrer,VER,5.51,0.01,0,7,0,0,2,VER
sombraient,s§bRE,sombrer,VER,5.51,0.01,0,10,0,0,2,VER
sombrais,s§bRE,sombrer,VER,5.51,0.01,0,8,0,0,2,VER
sombrait,s§bRE,sombrer,VER,5.51,0.19,0,8,0,0,2,VER
sombrant,s§bR@,sombrer,VER,5.51,0.04,0,8,0,0,2,VER
sombre,s§bR,sombrer,VER,5.51,0.45,0,6,6,4,1,"ADJ,VER"
sombrent,s§bR,sombrer,VER,5.51,0.33,0,8,0,4,1,VER
sombrer,s§bRe,sombrer,VER,5.51,2.22,1,7,7,5,2,VER
sombrera,s§bR°Ra,sombrer,VER,5.51,0.21,0,8,0,0,3,VER
sombreraient,s§bR°RE,sombrer,VER,5.51,0,0,12,0,0,3,VER
sombrerais,s§bR°RE,sombrer,VER,5.51,0.01,0,10,0,0,3,VER
sombrerait,s§bR°RE,sombrer,VER,5.51,0.03,0,10,0,0,3,VER
sombrerez,s§bR°Re,sombrer,VER,5.51,0.01,0,9,0,0,3,VER
sombrerons,s§bR°R§,sombrer,VER,5.51,0.02,0,10,0,0,3,VER
sombres,s§bR,sombrer,VER,5.51,0.17,0,7,0,4,1,"ADJ,VER"
sombrez,s§bRe,sombrer,VER,5.51,0.03,0,7,0,5,2,VER
sombrions,s§bRij§,sombrer,VER,5.51,0,0,9,0,0,3,VER
sombrons,s§bR§,sombrer,VER,5.51,0.02,0,8,0,0,2,VER
sombrèrent,s§bRER,sombrer,VER,5.51,0,0,10,0,0,2,VER
sombré,s§bRe,sombrer,VER,5.51,1.22,0,6,0,5,2,VER
sombrée,s§bRe,sombrer,VER,5.51,0,0,7,0,5,2,VER
sombrées,s§bRe,sombrer,VER,5.51,0,0,8,0,5,2,VER
sombrés,s§bRe,sombrer,VER,5.51,0.01,0,7,0,5,2,VER
somma,soma,sommer,VER,3.17,0,0,5,0,4,2,VER
sommai,somE,sommer,VER,3.17,0,0,6,0,4,2,VER
sommais,somE,sommer,VER,3.17,0,0,7,0,4,2,VER
sommait,somE,sommer,VER,3.17,0.01,0,7,0,4,2,VER
sommant,som@,sommer,VER,3.17,0,0,7,0,0,2,VER
somme,sOm,sommer,VER,3.17,2.01,0,5,5,3,1,"NOM,VER"
sommeilla,somEja,sommeiller,VER,1.67,0,0,9,0,0,3,VER
sommeillaient,somEjE,sommeiller,VER,1.67,0.02,0,13,0,0,3,VER
sommeillais,somEjE,sommeiller,VER,1.67,0.03,0,11,0,0,3,VER
sommeillait,somEjE,sommeiller,VER,1.67,0.05,0,11,0,0,3,VER
sommeillant,somEj@,sommeiller,VER,1.67,0,0,11,9,6,3,"ADJ,VER"
sommeille,somEj,sommeiller,VER,1.67,0.89,0,9,0,5,2,VER
sommeillent,somEj,sommeiller,VER,1.67,0.17,0,11,0,5,2,VER
sommeiller,someje,sommeiller,VER,1.67,0.5,1,10,10,5,3,VER
sommeillèrent,somEjER,sommeiller,VER,1.67,0,0,13,0,0,3,VER
sommeillé,someje,sommeiller,VER,1.67,0.01,0,9,0,5,3,VER
somment,sOm,sommer,VER,3.17,0.14,0,7,0,3,1,VER
sommer,some,sommer,VER,3.17,0.36,1,6,6,4,2,VER
sommes,sOm,sommer,VER,3.17,0.45,0,6,0,3,1,"NOM,VER,AUX"
sommes,sOm,être,VER,32236.5,293.82,0,6,0,3,1,"NOM,VER,AUX"
sommiez,somje,sommer,VER,3.17,0.01,0,7,0,4,2,VER
sommons,som§,sommer,VER,3.17,0.02,0,7,0,4,2,VER
sommèrent,somER,sommer,VER,3.17,0,0,9,0,5,2,VER
sommé,some,sommer,VER,3.17,0.14,0,5,0,4,2,VER
sommée,some,sommer,VER,3.17,0.01,0,6,0,4,2,VER
sommés,some,sommer,VER,3.17,0.02,0,6,0,4,2,VER
somnambulant,sOmn@byl@,somnambuler,VER,0,0,0,12,0,0,4,VER
somnola,sOmnola,somnoler,VER,0.5,0,0,7,0,0,3,VER
somnolai,sOmnolE,somnoler,VER,0.5,0,0,8,0,0,3,VER
somnolaient,sOmnolE,somnoler,VER,0.5,0,0,11,0,0,3,VER
somnolais,sOmnolE,somnoler,VER,0.5,0.05,0,9,0,0,3,VER
somnolait,sOmnolE,somnoler,VER,0.5,0.02,0,9,0,0,3,VER
somnolant,sOmnol@,somnoler,VER,0.5,0.03,0,9,0,0,3,VER
somnole,sOmnOl,somnoler,VER,0.5,0.17,0,7,0,0,2,VER
somnolent,somnOl,somnoler,VER,0.5,0.01,0,9,9,0,2,"ADJ,VER"
somnoler,sOmnole,somnoler,VER,0.5,0.11,1,8,8,7,3,VER
somnolerais,sOmnOl°RE,somnoler,VER,0.5,0,0,11,0,0,4,VER
somnolez,sOmnole,somnoler,VER,0.5,0,0,8,0,7,3,VER
somnolé,sOmnole,somnoler,VER,0.5,0.11,0,7,0,7,3,VER
sonda,s§da,sonder,VER,3.31,0,0,5,0,0,2,VER
sondaient,s§dE,sonder,VER,3.31,0,0,9,0,0,2,VER
sondait,s§dE,sonder,VER,3.31,0.01,0,7,0,0,2,VER
sondant,s§d@,sonder,VER,3.31,0.19,0,7,0,0,2,VER
sondas,s§da,sonder,VER,3.31,0,0,6,0,0,2,VER
sonde,s§d,sonder,VER,3.31,0.55,0,5,5,3,1,"NOM,VER"
sondent,s§d,sonder,VER,3.31,0.08,0,7,0,3,1,VER
sonder,s§de,sonder,VER,3.31,1.69,1,6,6,4,2,VER
sonderai,s§d°RE,sonder,VER,3.31,0,0,8,0,0,3,VER
sondez,s§de,sonder,VER,3.31,0.2,0,6,0,4,2,VER
sondions,s§dj§,sonder,VER,3.31,0.01,0,8,0,0,2,VER
sondons,s§d§,sonder,VER,3.31,0.04,0,7,0,0,2,VER
sondèrent,s§dER,sonder,VER,3.31,0,0,9,0,0,2,VER
sondé,s§de,sonder,VER,3.31,0.46,0,5,5,4,2,"VER,ADJ,NOM"
sondée,s§de,sonder,VER,3.31,0.05,0,6,0,4,2,"VER,ADJ,NOM"
sondés,s§de,sonder,VER,3.31,0.03,0,6,0,4,2,"VER,NOM"
songe,s§Z,songer,VER,24.59,4.28,0,5,5,3,1,"NOM,VER"
songea,s§Za,songer,VER,24.59,0.24,0,6,0,0,2,VER
songeai,s§ZE,songer,VER,24.59,0.15,0,7,0,0,2,VER
songeaient,s§ZE,songer,VER,24.59,0.01,0,10,0,0,2,VER
songeais,s§ZE,songer,VER,24.59,0.92,0,8,0,0,2,VER
songeait,s§ZE,songer,VER,24.59,0.34,0,8,0,0,2,VER
songeant,s§Z@,songer,VER,24.59,0.61,0,8,0,0,2,VER
songeasse,s§Zas,songer,VER,24.59,0,0,9,0,0,2,VER
songent,s§Z,songer,VER,24.59,0.58,0,7,0,3,1,VER
songeons,s§Z§,songer,VER,24.59,0.35,0,8,0,0,2,VER
songer,s§Ze,songer,VER,24.59,5.56,1,6,6,4,2,VER
songera,s§Z°Ra,songer,VER,24.59,0.03,0,7,0,0,3,VER
songerai,s§Z°RE,songer,VER,24.59,0.26,0,8,0,0,3,VER
songeraient,s§Z°RE,songer,VER,24.59,0.02,0,11,0,0,3,VER
songerais,s§Z°RE,songer,VER,24.59,0.19,0,9,0,0,3,VER
songerait,s§Z°RE,songer,VER,24.59,0.05,0,9,0,0,3,VER
songeriez,s§Z°Rje,songer,VER,24.59,0.04,0,9,0,0,3,VER
songerons,s§Z°R§,songer,VER,24.59,0.28,0,9,0,0,3,VER
songes,s§Z,songer,VER,24.59,0.86,0,6,0,3,1,"NOM,VER"
songez,s§Ze,songer,VER,24.59,5,0,6,0,4,2,VER
songeât,s§Za,songer,VER,24.59,0,0,7,0,0,2,VER
songiez,s§Zje,songer,VER,24.59,0.14,0,7,0,0,2,VER
songions,s§Zj§,songer,VER,24.59,0,0,8,0,0,2,VER
songèrent,s§ZER,songer,VER,24.59,0,0,9,0,0,2,VER
songé,s§Ze,songer,VER,24.59,4.69,0,5,0,4,2,VER
sonna,sona,sonner,VER,73.67,0.67,0,5,0,4,2,VER
sonnai,sonE,sonner,VER,73.67,0.01,0,6,0,4,2,VER
sonnaient,sonE,sonner,VER,73.67,0.59,0,9,0,4,2,VER
sonnaillaient,sonajE,sonnailler,VER,0,0,0,13,0,0,3,VER
sonnailler,sonaje,sonnailler,VER,0,0,1,10,10,6,3,VER
sonnais,sonE,sonner,VER,73.67,0.33,0,7,0,4,2,VER
sonnait,sonE,sonner,VER,73.67,2.78,0,7,0,4,2,VER
sonnant,son@,sonner,VER,73.67,0.32,0,7,6,4,2,"ADJ,VER"
sonne,sOn,sonner,VER,73.67,31.69,0,5,0,0,1,VER
sonnent,sOn,sonner,VER,73.67,2.92,0,7,0,0,1,VER
sonner,sone,sonner,VER,73.67,11.77,1,6,6,4,2,VER
sonnera,sOn°Ra,sonner,VER,73.67,1.69,0,7,0,0,3,VER
sonnerai,sOn°RE,sonner,VER,73.67,0.25,0,8,0,0,3,VER
sonnerais,sOn°RE,sonner,VER,73.67,0.13,0,9,0,0,3,VER
sonnerait,sOn°RE,sonner,VER,73.67,0.5,0,9,0,0,3,VER
sonneras,sOn°Ra,sonner,VER,73.67,0.02,0,8,0,0,3,VER
sonnerez,sOn°Re,sonner,VER,73.67,0.01,0,8,0,0,3,VER
sonneront,sOn°R§,sonner,VER,73.67,0.37,0,9,0,0,3,VER
sonnes,sOn,sonner,VER,73.67,0.48,0,6,0,0,1,VER
sonnez,sone,sonner,VER,73.67,2.09,0,6,0,4,2,VER
sonniez,sonje,sonner,VER,73.67,0.04,0,7,0,4,2,VER
sonnons,son§,sonner,VER,73.67,0.04,0,7,0,0,2,VER
sonnât,sona,sonner,VER,73.67,0.01,0,6,0,4,2,VER
sonnèrent,sonER,sonner,VER,73.67,0.13,0,9,0,0,2,VER
sonné,sone,sonner,VER,73.67,16.04,0,5,5,4,2,"VER,ADJ"
sonnée,sone,sonner,VER,73.67,0.71,0,6,0,4,2,"VER,ADJ"
sonnées,sone,sonner,VER,73.67,0,0,7,0,4,2,"VER,ADJ"
sonnés,sone,sonner,VER,73.67,0.07,0,6,0,4,2,"VER,ADJ"
sonorise,sonoRiz,sonoriser,VER,0.06,0.01,0,8,0,0,3,VER
sonoriser,sonoRize,sonoriser,VER,0.06,0.03,1,9,8,8,4,VER
sonorisé,sonoRize,sonoriser,VER,0.06,0.02,0,8,0,8,4,VER
sonorisées,sonoRize,sonoriser,VER,0.06,0,0,10,0,8,4,VER
sont,s§,être,VER,32236.5,1449.03,0,4,0,2,1,"AUX,VER"
sophistiqué,sofistike,sophistiquer,VER,0.75,0.44,0,11,11,9,4,"VER,ADJ"
sophistiquée,sofistike,sophistiquer,VER,0.75,0.13,0,12,0,9,4,"VER,ADJ"
sophistiquées,sofistike,sophistiquer,VER,0.75,0.09,0,13,0,9,4,"VER,ADJ"
sophistiqués,sofistike,sophistiquer,VER,0.75,0.1,0,12,0,9,4,"VER,ADJ"
sors,sOR,sortir,VER,884.26,156.13,0,4,0,3,1,VER
sort,sOR,sortir,VER,884.26,82.41,0,4,4,3,1,"NOM,VER"
sortaient,sORtE,sortir,VER,884.26,2.76,0,9,0,0,2,VER
sortais,sORtE,sortir,VER,884.26,6.38,0,7,0,0,2,VER
sortait,sORtE,sortir,VER,884.26,12.62,0,7,0,0,2,VER
sortant,sORt@,sortir,VER,884.26,10.57,0,7,6,5,2,"ADJ,VER"
sorte,sORt,sortir,VER,884.26,18.3,0,5,5,4,1,"NOM,VER"
sortent,sORt,sortir,VER,884.26,18.97,0,7,0,4,1,VER
sortes,sORt,sortir,VER,884.26,3.19,0,6,0,4,1,"NOM,VER"
sortez,sORte,sortir,VER,884.26,87.79,0,6,0,0,2,VER
sorti,sORti,sortir,VER,884.26,81.08,0,5,0,5,2,VER
sortie,sORti,sortir,VER,884.26,29.86,0,6,6,5,2,"NOM,VER"
sorties,sORti,sortir,VER,884.26,2.46,0,7,0,5,2,"NOM,VER"
sortiez,sORtje,sortir,VER,884.26,2.87,0,7,0,0,2,VER
sortions,sORtj§,sortir,VER,884.26,0.67,0,8,0,0,2,VER
sortir,sORtiR,sortir,VER,884.26,285.45,1,6,6,6,2,"NOM,VER"
sortira,sORtiRa,sortir,VER,884.26,18.31,0,7,0,0,3,VER
sortirai,sORtiRE,sortir,VER,884.26,7.69,0,8,0,0,3,VER
sortiraient,sORtiRE,sortir,VER,884.26,0.38,0,11,0,0,3,VER
sortirais,sORtiRE,sortir,VER,884.26,3.06,0,9,0,0,3,VER
sortirait,sORtiRE,sortir,VER,884.26,3.02,0,9,0,0,3,VER
sortiras,sORtiRa,sortir,VER,884.26,9.37,0,8,0,0,3,VER
sortirent,sORtiR,sortir,VER,884.26,0.39,0,9,0,6,2,VER
sortirez,sORtiRe,sortir,VER,884.26,3.12,0,8,0,0,3,VER
sortiriez,sORtiRje,sortir,VER,884.26,0.4,0,9,0,0,3,VER
sortirions,sORtiRj§,sortir,VER,884.26,0.21,0,10,0,0,3,VER
sortirons,sORtiR§,sortir,VER,884.26,2.5,0,9,0,0,3,VER
sortiront,sORtiR§,sortir,VER,884.26,2.61,0,9,0,0,3,VER
sortis,sORti,sortir,VER,884.26,15.65,0,6,0,5,2,VER
sortit,sORti,sortir,VER,884.26,2.31,0,6,0,5,2,VER
sortons,sORt§,sortir,VER,884.26,13.57,0,7,0,0,2,VER
sortîmes,sORtim,sortir,VER,884.26,0.16,0,8,0,0,2,VER
sortît,sORti,sortir,VER,884.26,0,0,6,0,5,2,VER
soubresautaient,subR°sotE,soubresauter,VER,0,0,0,15,0,0,4,VER
soubresautait,subR°sotE,soubresauter,VER,0,0,0,13,0,0,4,VER
soucia,susja,soucier,VER,22.45,0,0,6,0,0,2,VER
souciai,susjE,soucier,VER,22.45,0.01,0,7,0,0,2,VER
souciaient,susjE,soucier,VER,22.45,0.28,0,10,0,0,2,VER
souciais,susjE,soucier,VER,22.45,0.63,0,8,0,0,2,VER
souciait,susjE,soucier,VER,22.45,0.88,0,8,0,0,2,VER
souciant,susj@,soucier,VER,22.45,0.05,0,8,0,0,2,VER
soucie,susi,soucier,VER,22.45,7.01,0,6,0,4,2,VER
soucient,susi,soucier,VER,22.45,0.95,0,8,0,4,2,VER
soucier,susje,soucier,VER,22.45,5.62,1,7,7,5,2,VER
souciera,susiRa,soucier,VER,22.45,0.27,0,8,0,0,3,VER
soucierai,susiRE,soucier,VER,22.45,0.12,0,9,0,0,3,VER
soucieraient,susiRE,soucier,VER,22.45,0.04,0,12,0,0,3,VER
soucierais,susiRE,soucier,VER,22.45,0.13,0,10,0,0,3,VER
soucierait,susiRE,soucier,VER,22.45,0.22,0,10,0,0,3,VER
soucierez,susiRe,soucier,VER,22.45,0.02,0,9,0,0,3,VER
soucies,susi,soucier,VER,22.45,2.19,0,7,0,4,2,VER
souciez,susje,soucier,VER,22.45,1.86,0,7,0,5,2,VER
soucions,susj§,soucier,VER,22.45,0.16,0,8,0,0,2,VER
souciât,susja,soucier,VER,22.45,0,0,7,0,0,2,VER
soucièrent,susjER,soucier,VER,22.45,0,0,10,0,0,2,VER
soucié,susje,soucier,VER,22.45,1.39,0,6,0,5,2,VER
souciée,susje,soucier,VER,22.45,0.36,0,7,0,5,2,VER
souciées,susje,soucier,VER,22.45,0,0,8,0,5,2,VER
souciés,susje,soucier,VER,22.45,0.28,0,7,0,5,2,VER
soudaient,sudE,souder,VER,3.2,0,0,9,0,0,2,VER
soudait,sudE,souder,VER,3.2,0.01,0,7,0,0,2,VER
soudant,sud@,souder,VER,3.2,0,0,7,0,0,2,VER
soude,sud,souder,VER,3.2,0.15,0,5,5,3,1,"NOM,VER"
soudent,sud,souder,VER,3.2,0.04,0,7,0,3,1,VER
souder,sude,souder,VER,3.2,1.1,1,6,6,4,2,VER
souderait,sud°RE,souder,VER,3.2,0.01,0,9,0,0,3,VER
soudez,sude,souder,VER,3.2,0.03,0,6,0,4,2,VER
soudoie,sudwa,soudoyer,VER,1.92,0.04,0,7,0,0,2,VER
soudoya,sudwaja,soudoyer,VER,1.92,0,0,7,0,0,3,VER
soudoyaient,sudwajE,soudoyer,VER,1.92,0.01,0,11,0,0,3,VER
soudoyait,sudwajE,soudoyer,VER,1.92,0.02,0,9,0,0,3,VER
soudoyant,sudwaj@,soudoyer,VER,1.92,0.21,0,9,0,0,3,VER
soudoyer,sudwaje,soudoyer,VER,1.92,0.6,1,8,5,4,3,VER
soudoyez,sudwaje,soudoyer,VER,1.92,0.09,0,8,0,4,3,VER
soudoyé,sudwaje,soudoyer,VER,1.92,0.75,0,7,0,4,3,VER
soudoyée,sudwaje,soudoyer,VER,1.92,0.04,0,8,0,4,3,VER
soudoyés,sudwaje,soudoyer,VER,1.92,0.16,0,8,0,4,3,VER
soudèrent,sudER,souder,VER,3.2,0,0,9,0,0,2,VER
soudé,sude,souder,VER,3.2,0.57,0,5,5,4,2,"VER,ADJ"
soudée,sude,souder,VER,3.2,0.19,0,6,0,4,2,"VER,ADJ"
soudées,sude,souder,VER,3.2,0.17,0,7,0,4,2,"VER,ADJ"
soudés,sude,souder,VER,3.2,0.92,0,6,0,4,2,"VER,ADJ"
souffert,sufER,souffrir,VER,113.83,18.45,0,8,0,0,2,VER
soufferte,sufERt,souffrir,VER,113.83,0,0,9,0,0,2,VER
souffertes,sufERt,souffrir,VER,113.83,0,0,10,0,0,2,VER
soufferts,sufER,souffrir,VER,113.83,0.03,0,9,0,0,2,VER
souffla,sufla,souffler,VER,28.33,0.3,0,7,0,0,2,VER
soufflai,suflE,souffler,VER,28.33,0,0,8,0,5,2,VER
soufflaient,suflE,souffler,VER,28.33,0.06,0,11,0,5,2,VER
soufflais,suflE,souffler,VER,28.33,0.05,0,9,0,5,2,VER
soufflait,suflE,souffler,VER,28.33,0.86,0,9,0,5,2,VER
soufflant,sufl@,souffler,VER,28.33,0.38,0,9,8,5,2,"ADJ,NOM,VER"
souffle,sufl,souffler,VER,28.33,11.26,0,7,7,4,1,"NOM,VER"
soufflent,sufl,souffler,VER,28.33,0.81,0,9,0,4,1,VER
souffler,sufle,souffler,VER,28.33,6.26,1,8,8,5,2,VER
soufflera,sufl°Ra,souffler,VER,28.33,0.39,0,9,0,0,3,VER
soufflerai,sufl°RE,souffler,VER,28.33,0.28,0,10,0,0,3,VER
soufflerais,sufl°RE,souffler,VER,28.33,0.02,0,11,0,0,3,VER
soufflerait,sufl°RE,souffler,VER,28.33,0.14,0,11,0,0,3,VER
soufflerez,sufl°Re,souffler,VER,28.33,0.01,0,10,0,0,3,VER
souffleront,sufl°R§,souffler,VER,28.33,0.02,0,11,0,0,3,VER
souffles,sufl,souffler,VER,28.33,0.6,0,8,0,4,1,"NOM,VER"
souffletai,sufl°tE,souffleter,VER,0.02,0,0,10,0,0,3,VER
souffletaient,sufl°tE,souffleter,VER,0.02,0,0,13,0,0,3,VER
souffletait,sufl°tE,souffleter,VER,0.02,0,0,11,0,0,3,VER
souffletant,sufl°t@,souffleter,VER,0.02,0,0,11,0,0,3,VER
souffleter,sufl°te,souffleter,VER,0.02,0,1,10,9,6,3,VER
soufflette,suflEt,souffleter,VER,0.02,0.02,0,10,0,0,2,VER
soufflettent,suflEt,souffleter,VER,0.02,0,0,12,0,0,2,VER
soufflettes,suflEt,souffleter,VER,0.02,0,0,11,0,0,2,VER
souffleté,sufl°te,souffleter,VER,0.02,0,0,9,0,6,3,VER
souffletée,sufl°te,souffleter,VER,0.02,0,0,10,0,6,3,VER
souffletés,sufl°te,souffleter,VER,0.02,0,0,10,0,6,3,VER
